domain,ip,followcheck,obl,bl_url,bl_title,anchor_text,href_url
GeoDatos.org,80.240.242.100,no,24,http://ps.kursknet.ru/index.php/forum/5-rabota-s-personalom/1498292-http-onlinecasinodeutschlandz-de-tnpywvjiibcnrvngc,http://onlinecasinodeutschlandz.de tNPYwvjIiBcnrvnGc,casino online spielen mmMzFDrbIWG,
kenfap.org,193.43.36.49,do,19,http://coin.fao.org/cms/world/kenya/UsefulLinks.html,FAO Representation,http://www.kenfap.org/,
kenfap.org,198.35.26.96,no,9,https://bg.wikipedia.org/wiki/Кибос_(река),Кибос (река) — Уикипедия,Kenya National Federation of Agricultural Producers - The Sub DAC/Problems encountered by Farmers in Winam Division/01-05-2004,
kenfap.org,108.59.11.81,do,79,http://globalhort.webfactional.com/partners/associations/,The Global Horticulture Initiative,Kenya National Federation of Agricultural Producers (KENFAP),
kenfap.org,216.92.80.235,do,59,http://www.oxfamblogs.org/eastafrica/?page_id=168,Oxfam Horn， East and Central Africa Blog » Our partners,Kenya Federation of Agricultural Producers,
kenfap.org,80.113.172.167,do,55,http://partners.cta.int/FR/Pages/Partners.aspx,Pages - Partners,http://kenfap.org,
kenfap.org,64.22.127.125,do,9,https://staging.unglobalcompact.org/what-is-gc/participants/5799,Kenya National Federation of Agricultural Producers - KENFAP | UN Global Compact,www.kenfap.org,
kenfap.org,146.247.13.176,do,11,http://www.ifad.org/newsletter/pf/2.htm,Progress in Eastern and Southern Africa: Issue no. 2,Kenya National Federation of Agricultural Producers (KENFAP),
kenfap.org,108.59.11.81,do,78,http://www.globalhort.org/partners/associations/,The Global Horticulture Initiative,Kenya National Federation of Agricultural Producers (KENFAP),
kenfap.org,37.46.136.65,do,9,https://hivos.org/news/boost-east-african-coffee-farmers,Boost for East African Coffee Farmers | Hivos International,KENFAP,
kenfap.org,54.218.47.90,no,6,http://wikieducator.org/Sylvia,Sylvia - WikiEducator,Go to KENFAP,
kenfap.org,162.159.250.35,no,4,http://www.university-directory.eu/Kenya/Kenya-National-Federation-of-Agricultural-Producers-KENFAP.html,Kenya National Federation of Agricultural Producers (KENFAP) | University Directory,Kenya National Federation of Agricultural Producers (KENFAP),
kenfap.org,67.43.4.144,do,26,http://www.ipsnews.net/2010/04/development-farmers-on-fringe-of-intl-agriculture-policy/,DEVELOPMENT: Farmers on Fringe of Intl Agriculture Policy? | Inter Press Service,Kenya National Federation of Agricultural Producers,
kenfap.org,119.92.218.72,do,10,http://www.bic.searca.org/news/2011/jul1/afr/13.html,SEARCA Biotechnology Information Center,Kenya Federation of Agricultural Producers Association (KENFAP),
kenfap.org,217.64.195.223,do,64,http://www.amicideipopoli.org/web/index.php?page=link,Partnership for Change,www.kenfap.org,
kenfap.org,5.9.139.201,do,19,http://americalatina.landcoalition.org/miembros/africa,Africa | INTERNATIONAL LAND COALITION - América Latina,www.kenfap.org,
kenfap.org,78.129.246.186,do,143,http://www.focusonland.com/resources/organizational-links/,タイトル不明,Kenya Federation of Agricultural Producers,
kenfap.org,191.233.94.157,no,46,http://www.afronline.org/?p=9756,African farmers in Italy for “Terra madre” « Afronline – The Voice Of Africa,http://www.kenfap.org,
kenfap.org,164.177.153.189,do,64,http://www.themarketingsite.com/country/567/kenya/1081/doing-business,TMS: Kenya - Doing Business,http://www.kenfap.org,
kenfap.org,52.28.63.192,do,3,http://agriconnect.avallain.com/contacts/27,Swisscontact - AgriConnect,www.kenfap.org,
kenfap.org,208.78.226.137,do,8,http://aquaculturedirectory.co.uk/kenya-market-for-fish-farmers/,Kenya: Market for Fish Farmers - Aquaculture Directory,The Kenya National Federation of Agricultural Producers,
kenfap.org,195.53.156.225,do,52,http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/informacion-de-mercados/paises/navegacion-principal/enlaces/index.html?idPais=KE,ICEX España Exportación e Inversiones >> Enlaces,http://www.kenfap.org,
kenfap.org,208.92.211.74,do,3,http://www.farmingfirst.org/2010/08/the-aloe-vera-value-added-project-in-kenya/,The Aloe Vera Value-Added Project in Kenya | Farming First,KENFAP,
kenfap.org,87.106.29.64,do,5,http://www.erails.net/KE/sylvia-kenfap/kenfap/kenfap-membership/,eRails: Search,Open in a new window,
kenfap.org,148.123.15.177,do,65,http://www.farmersrights.org/links/links_farmers.html,Farmers' Rights links: Farmers' Organizations,imgタグ,
kenfap.org,91.216.141.32,do,3,http://www.esfim.org/collaborative-research/kenya/contacts,Contacts | ESFIM,imgタグ,
kenfap.org,192.237.244.66,do,64,http://www.atai-research.org/about-atai/partners/show-all,All Partners | Agricultural Technology Adoption Initiative,Nyala Dairy Cooperative,
kenfap.org,148.251.30.198,do,20,http://www.vacidafrica.or.ke/about-us.html,About us,imgタグ,
kenfap.org,173.247.255.205,do,5,http://www.ekobai.com/company/72458/kenya-national-federation-of-agricultural-producers-kenfap,Kenya National Federation of Agricultural Producers - KENFAP | Global Compact | Kenya National Federation of Agricultural Producers - KENFAP on ekobai.com,Kenya National Federation of Agricultural Producers - KENFAP,
kenfap.org,54.197.224.110,do,14,http://amkn.org/blog-posts/pilot-radio-project-tunes-in-to-what-farmers-have-to-say/,Pilot radio project tunes in to what farmers have to say | Adaptation and Mitigation Knowledge Network (AMKN),Kenya National Federation of Agricultural Producers,
kenfap.org,195.53.156.225,do,63,http://www.oficinascomerciales.es/icex/es/navegacion-principal/todos-nuestros-servicios/informacion-de-mercados/paises/navegacion-principal/enlaces/index.html?idPais=KE,ICEX España Exportación e Inversiones >> Enlaces,http://www.kenfap.org,
kenfap.org,144.76.255.218,no,59,http://www.cyclopaedia.nl/wiki/KLCS,KLCS | Zoekresultaten op het internet | cyclopaedia.net,Document search - Kenya National Federation of Agricultural ...,
kenfap.org,64.233.189.121,do,37,http://www.worldwide-extension.org/africa/kenya,Kenya - public,imgタグ,
kenfap.org,148.251.31.235,no,84,http://www.cyclopaedia.fr/wiki/Siaya-(comte-du-Kenya),Siaya (comté du Kenya) | Résultats sur Internet | cyclopaedia.net,Project search - Kenya National Federation of Agricultural Producers - KENFAP,
kenfap.org,195.53.156.225,do,64,http://cantabria.comercio.es/icex/es/navegacion-principal/todos-nuestros-servicios/informacion-de-mercados/paises/navegacion-principal/enlaces/index.html?idPais=KE,ICEX España Exportación e Inversiones >> Enlaces,http://www.kenfap.org,
kenfap.org,195.53.156.225,do,64,http://www.el-exportador.es/icex/es/navegacion-principal/todos-nuestros-servicios/informacion-de-mercados/paises/navegacion-principal/enlaces/index.html?idPais=KE,ICEX España Exportación e Inversiones >> Enlaces,http://www.kenfap.org,
kenfap.org,198.187.31.107,do,7,http://businessadvocacy.org/isue009b.php,Business Advocacy Fund,,
kenfap.org,146.247.13.176,do,37,http://www.ifad.int/newsletter/pf/2.htm,Progress in Eastern and Southern Africa: Issue no. 2,Kenya National Federation of Agricultural Producers (KENFAP),
kenfap.org,217.28.113.49,do,2135,http://www.unipax.org/new/?q=it/globale,Aderenti Global Compact ONU - Totale 2553 | UNIPAX,http://www.kenfap.org,
unisprachkurse.org,173.194.72.121,no,38,http://www.ggnonline.net/2013/11/1000-invaders-marching-towards-europe.html,Global Government News: 1000 Invaders Marching Towards Europe in Single File,unisprachkurse,
unisprachkurse.org,193.200.227.22,no,37,http://kontomierz.pl/blog/main/porzadek-w-finansach-stan-obecny,Porządek w finansach: diagnoza stanu obecnego - Kontomierz.pl,http://www.unisprachkurse.org,
unisprachkurse.org,173.194.72.121,no,173,http://www.sociopathworld.com/2013/08/sociopath-mentor.html,Sociopath World: Sociopath mentor,http://www.unisprachkurse.org,
unisprachkurse.org,173.194.72.121,no,21,http://www.dentonsanatorium.com/2014/09/odile-well-she-aint-no-norbert.html,Denton Sanatorium: Odile? Well， She Ain't No Norbert,unisprachkurse.org,
unisprachkurse.org,74.125.23.121,no,75,http://www.alisoncanread.com/2014/04/popular-vintage-wisdom-for-modern-geek.html,Alison Can Read: Popular: Vintage Wisdom for a Modern Geek by Maya Van Wagenen,www.unisprachkurse.org,
unisprachkurse.org,64.233.189.121,no,77,http://www.adekumalaputri.com/2014/07/review-holika-holika-pig-nose-clear.html,Lala's Wonderland ♥: Review: Holika Holika Pig-nose Clear Blackhead 3-Step Kit,unisprachkurse,
unisprachkurse.org,64.233.188.121,no,68,http://www.crossdresserphotoblog.com/2013/12/our-girls-in-news.html,CrossdresserPhotoBlog - Articles about transgendered life and Crossdressing,unisprachkurse,
unisprachkurse.org,205.186.149.101,no,22,http://goinswriter.com/self-promotion-marketing/,Self-Promotion Is a Misnomer (And Other Marketing Myths),unisprachkurse,
unisprachkurse.org,64.233.188.121,no,207,http://leaninsider.productivitypress.com/2012/07/applying-gemba-walks-to-service-industry.html,Lean Insider: Applying Gemba Walks to the Service Industry,www.unisprachkurse.org,
unisprachkurse.org,74.125.23.121,no,429,http://www.talesfromthetower.co.uk/2011/01/tales-of-real-life-romance-chapter-2.html,Tales of a Real Life Romance - Chapter 2 | Tales from the Tower,http://www.unisprachkurse.org,
unisprachkurse.org,64.233.188.121,no,337,http://www.snacksandshit.com/2009/07/361.html,Snacks and Shit: #361,www.unisprachkurse.org,
unisprachkurse.org,69.162.148.80,do,48,http://thepunkmovie.com/webisodes/bloodied-unbowed-trailer-1?page=14,Bloodied But Unbowed - Punk Movie and New Wave Music Documentary,unisprachkurse,
unisprachkurse.org,93.114.65.128,do,80,http://www.dentist.ro/elena-gheorghe-periuta-de-dinti-face-minuni,Elena Gheorghe: |doublequote|Periuta de dinti face minuni|doublequote| | Dentist.ro,unisprachkurse.org,
unisprachkurse.org,83.98.140.20,do,529,http://travel.mediamatic.net/person/23064/en,Mediamatic Travel - Dobrila Denegri,http://www.unisprachkurse.org,
unisprachkurse.org,173.194.72.121,no,118,http://www.peterliem.com/2009/02/besotted-twittering-and-other-tweets.html,Besotted Ramblings: Peter Liem's Blog on Champagne， Wine and Other Diversions,http://www.unisprachkurse.org,
unisprachkurse.org,216.58.220.225,no,144,http://mededlit.blogspot.com/2011/07/what-angry-birds-can-tell-us-about.html,Medical Education Literature Searching: |doublequote|What Angry Birds Can Tell Us About Educating the Next Generation of Physicians|doublequote|,unisprachkurse.org,
unisprachkurse.org,74.125.23.121,no,123,http://www.2birds1blog.com/2007/11/poor-planning.html,2birds1blog: Poor Planning,www.unisprachkurse.org,
unisprachkurse.org,199.34.228.100,no,160,http://www.phdcareerguide.com/blog/phd-career-guide-podcast-episode-2,PhD Career Guide PODCAST Episode 2 - PhD Career Guide,http://www.unisprachkurse.org,
unisprachkurse.org,199.34.228.100,no,52,http://www.popuphood.com/blog/new-on-the-block-introducing-flora-cultural-society-providing-a-plant-based-life,New on the block! Introducing Flora Cultural Society， providing a plant based life!  - popuphood,http://www.unisprachkurse.org,
unisprachkurse.org,199.34.228.100,no,94,http://www.reimaginegroup.com/blog/rebooting-tomorrow-pt3,Rebooting Tomorrow pt.3 - Re:imagine    Group,http://www.unisprachkurse.org,
unisprachkurse.org,98.139.135.129,do,1606,http://www.matzneff.com/chroniques.php?id_chronique=31,Les nouvelles chroniques de Gabriel Matzneff,juliwilson,
unisprachkurse.org,59.106.19.228,no,2864,http://www.jipjip.net/index.php?itemid=48,じっぷじっぷ » クリスマス会　開催！,http://www.unisprachkurse.org,
unisprachkurse.org,103.253.135.110,no,278,http://sorekara.exteen.com/20111012/anime-saimoe-tournament-2011-round-3-groups-c-d-8211-day-2-r,タイトル不明,www.unisprachkurse.org,
unisprachkurse.org,199.34.228.100,no,24,http://www.irishfeministnetwork.org/news--events/february-book-club-the-purity-myth-by-jessica-valenti,News & Events - Irish Feminist Network,http://www.unisprachkurse.org,
unisprachkurse.org,108.160.152.77,do,34,http://ragrugcafe.com/scissors,scissors | Rag Rug Cafe,www.unisprachkurse.org,
unisprachkurse.org,173.194.72.121,no,67,http://www.cityunslicker.co.uk/2014/02/ukraine-whod-be-putin.html,Capitalists@Work: Ukraine: Who'd Be Putin?,www.unisprachkurse.org,
unisprachkurse.org,199.34.228.100,no,28,http://www.davidlunt.com/new-page1/ft-worth-photographer-50-cool-portraits,Ft. Worth Photographer | 50 Cool Portraits - DFW Photographer | Weddings， Portraits， Real Estate,http://www.unisprachkurse.org,
unisprachkurse.org,64.233.188.121,no,26,http://www.bankheru.com/2013/08/situs-terbaik-tempat-penyimpanan-data.html,Situs Terbaik Tempat Penyimpanan Data - Berita Terbaru,unisprachkurse,
unisprachkurse.org,173.194.72.121,no,45,http://www.purduebball.com/2009/10/update-g-free-report-on-kyle-molock.html,Purdue Basketball Beat: Purdue Basketball Recruiting: Report on Kyle Molock,unisprachkurse,
unisprachkurse.org,64.233.188.121,no,87,http://www.alexonomics.com/2013/01/alexonomics-outlook-for-2013-europe.html,Alexonomic's Outlook For 2013: Europe ~ alexonomics,www.unisprachkurse.org,
unisprachkurse.org,173.194.120.74,no,112,http://spandg.blogspot.fr/2007/08/its-not-easy-being-grammar-wizard.html,GrammarBlog: It's not easy being a grammar wizard. - This is our old site. Find us at GrammarBlog.co.uk,http://www.unisprachkurse.org,
unisprachkurse.org,216.58.220.193,no,163,http://spandg.blogspot.co.il/2007/08/spell-checker-poem.html,GrammarBlog: Spell Checker Poem - This is our old site. Find us at GrammarBlog.co.uk,unisprachkurse,
unisprachkurse.org,173.194.126.236,no,112,http://spandg.blogspot.in/2007/08/its-not-easy-being-grammar-wizard.html,GrammarBlog: It's not easy being a grammar wizard. - This is our old site. Find us at GrammarBlog.co.uk,http://www.unisprachkurse.org,
unisprachkurse.org,173.194.117.236,no,112,http://spandg.blogspot.ru/2007/08/its-not-easy-being-grammar-wizard.html,GrammarBlog: It's not easy being a grammar wizard. - This is our old site. Find us at GrammarBlog.co.uk,http://www.unisprachkurse.org,
unisprachkurse.org,173.194.126.202,no,112,http://spandg.blogspot.tw/2007/08/its-not-easy-being-grammar-wizard.html,GrammarBlog: It's not easy being a grammar wizard. - This is our old site. Find us at GrammarBlog.co.uk,http://www.unisprachkurse.org,
unisprachkurse.org,216.58.220.193,no,112,http://www.spandg.blogspot.nl/2007/08/its-not-easy-being-grammar-wizard.html,GrammarBlog: It's not easy being a grammar wizard. - This is our old site. Find us at GrammarBlog.co.uk,http://www.unisprachkurse.org,
unisprachkurse.org,178.32.28.114,do,7617,http://www.lulugtg.org/article/detail/2013/feb/15/avenirlogiciel/,Article - Le logiciel libre est l’avenir du logiciel,unisprachkurse,
kktcbe.org,198.35.26.96,no,24,https://tr.wikipedia.org/wiki/Kıbrıs,Kıbrıs - Vikipedi,KKTC Hakkında,
kktcbe.org,198.35.26.96,no,51,https://el.wikipedia.org/wiki/Τουρκική_Δημοκρατία_της_Βόρειας_Κύπρου,Τουρκική Δημοκρατία της Βόρειας Κύπρου - Βικιπαίδεια,Temsilcilikler,
kktcbe.org,198.35.26.96,no,77,http://fr.wikipedia.org/wiki/Chypre_du_Nord,Chypre du Nord — Wikipédia,Temsilcilikler,
kktcbe.org,193.140.21.201,do,26,http://home.anadolu.edu.tr/~resatg/linkler.htm,Reat GﾜNDOﾐDU,KKTC Babakanlk Devlet Planlama Tekilat,
kktcbe.org,77.92.140.52,do,21,http://ankaram.net/about-ankara/en/index.php?page=konsolosluk,Embassies in Ankara - About Ankara - Welcome to Ankara City Guide - Capitol of Turkey,http://www.kktcbe.org,
kktcbe.org,206.188.193.27,do,38,http://www.cypnet.co.uk/ncyprus/netcetera/netc-gov.htm,NetCetera - North Cyprus Web Directory,Ankara (Turkey) Embassy,
kktcbe.org,66.90.101.90,no,48,http://directory.amfibi.company/search?p=263660,Amfibi Directory - World: Türkçe: Toplum: Devlet: Elçilik ve Konsolosluklar: Türkiye'deki Yabancı Temsilcilikler,Kuzey Kıbrıs Türk Cumhuriyeti Büyükelçiliği， Ankara,
kktcbe.org,193.140.216.50,do,30,http://www.cadd.hacettepe.edu.tr/turkiye.html,Hacettepe University - Chemistry Dep. CADD LAB,TURKISH REPUBLIC OF NORTH CYPRUS,
kktcbe.org,213.175.197.53,do,1,http://www.hotelsempati.com/Turkish/kuzeykibris/genel-bilgiler/kktc-de-yurtdisi-temsilcilikleri.php,KKTC Yurt Dışı Temsilcilikleri,www.kktcbe.org,
kktcbe.org,62.210.109.227,do,74,http://wikimonde.com/article/Chypre_du_Nord,Chypre du Nord - Wikimonde,Temsilcilikler,
kktcbe.org,54.243.141.6,no,90,http://www.quickiwiki.com/fr/Chypre_du_Nord,Chypre du Nord | QuickiWiki,Temsilcilikler,
kktcbe.org,109.205.64.10,no,415,http://dictionary.sensagent.com/Kıbrıs_Cumhuriyeti/tr-tr/,Kıbrıs_Cumhuriyeti : definition of Kıbrıs_Cumhuriyeti and synonyms of Kıbrıs_Cumhuriyeti (Turkish),KKTC Hakkında,
kktcbe.org,212.58.2.58,do,3,http://www.e-yasamrehberi.com/turkiyedeki_buyukelcilikler/kktc_buyukelciligi.htm,Kuzey Kbrs T・k Cumhuriyeti B・・el輅li ve Konsolosluklar / SEYAHAT REHBERﾝ / e-yasamrehberi.com， Kuzey Kbrs T・k Cumhuriyeti ﾝstanbul Konsoloslu,www.kktcbe.org,
kktcbe.org,87.118.96.99,no,37,http://www.inter.rs/kategorije/World/Türkçe/Toplum/Devlet/Elçilik_ve_Konsolosluklar/Türkiye'deki_Yabancı_Temsilcilikler/,Tﾃｼrkiye'deki Yabancﾄｱ Temsilcilikler - World， Tﾃｼrkﾃｧe， Toplum， Devlet， Elﾃｧilik ve Konsolosluklar,Kuzey Kﾄｱbrﾄｱs Tﾃｼrk Cumhuriyeti Bﾃｼyﾃｼkelﾃｧiliﾄ殃， Ankara,
kktcbe.org,82.165.200.207,no,450,http://www.pays.wikibis.com/chypre_du_nord.php,Chypre du Nord,Temsilcilikler,
kktcbe.org,5.39.15.220,no,30,http://www.buneki.org/dizin/Toplum/Devlet/Elçilik_Konsolosluklar/Türkiye_Yabancı_Temsilcilikler/,Türkiye deki Yabancı Temsilcilikler,www.kktcbe.org/,
kktcbe.org,211.72.177.180,no,473,http://sg.oiktv.com/wiki/tr/Kıbrıs_Cumhuriyeti,Kıbrıs_Cumhuriyeti-维基百科(tr)-歌词帝国,KKTC Hakkında,
kktcbe.org,89.18.178.96,do,39,http://www.multitv.nl/papforum/viewtopic.php?t=4319,YurTiCindeki ßüyük ELciLikLer - Mülti Kültürel TV,http://www.kktcbe.org,
kktcbe.org,97.74.215.161,do,5,http://www.gezginrehberi.net/KKTC__BuyukelCiligi.aspx,KKTC B・・el輅ligi,KKTC B・・el輅ligi,
kktcbe.org,86.109.12.25,do,77,http://www.webrehberim.com/uluslararasi.htm,WebRehberim.Com...internet rehberiniz...,KKTC B・・el輅liği， Ankara,
kktcbe.org,81.169.145.166,no,742,http://www.geoipfacts.com/search/?ip=0xbeefc0de.org,Ver información de mi IP: : 0xbeefc0de.org - Geo IP Facts,,
kktcbe.org,46.4.6.101,no,39,http://www.hollandaligurbetciler.nl/forum/Konu-yurticindeki-yabanci-kultur-ataselikleri.html,Yurtiçindeki Yabancı Kültür Ataşelikleri | Hollandalı Gurbetçiler,http://www.kktcbe.org,
kktcbe.org,94.103.47.71,do,37,http://www.tercumeostim.com/ankara-elcilik-adres-ve-telefonlari_tr.html,Ostim Tercüme - Ankara Elçilik Adres ve Telefonları - TERCÜME,http://www.kktcbe.org/TR/,
kktcbe.org,94.103.47.71,do,38,http://www.ostimtercume.net/ankara-elcilik-adres-ve-telefonlari_tr.html,Ostim Tercüme - Ankara Elçilik Adres ve Telefonları - TERCÜME,http://www.kktcbe.org/TR/,
kktcbe.org,160.153.16.21,no,64,http://neolaki.net/kimdir-nedir/Kıbrıs-hakkında.html,Kıbrıs hakkında - NeOlaKi.net - Bilgi Kaynağınız!,KKTC Hakkında,
kktcbe.org,93.186.115.124,do,59,http://protertercume.com.tr/linkler.php,PROTER - Profesyonel Terc・anlk ve Danmanlk Ltd.ﾞti - Merkez: Necatibey Cad. No. 69/102 Karak - Tel. 0212 243 59 44 - Faks. 0212 243 50 25,Kbrs B・・el輅li,
UnzipTheLips.org,72.246.190.130,do,7,http://www.unicef.org/rosa/hiv_aids_1986.htm,UNICEF ROSA - HIV/AIDS and Children - Resources,http://www.unzipthelips.org/,
UnzipTheLips.org,158.232.15.33,do,1,https://gcwa.unaids.org/news/asia-pacific-gender-equality-and-hiv-unzip-lips-launched-icaap,Asia-Pacific / Gender equality and HIV: Unzip the Lips launched at ICAAP! | Global Coalition on Women and AIDS (GCWA),http://unzipthelips.org/,
UnzipTheLips.org,64.233.188.121,do,239,http://www.citizen-news.org/2013_05_01_archive.html,Citizen News Service - CNS: May 2013,Unzip the Lips,
UnzipTheLips.org,5.77.51.59,do,28,http://aidsdatahub.org/Thematic-Areas/KAWG,KAWG | AIDS， HIV， Data， Reports， Publications,get involved!,
UnzipTheLips.org,91.208.99.12,do,6,http://idpc.net/blog/2014/11/unzip-the-lips-of-women-who-use-drugs-in-asia,‘Unzip the lips’ of women who use drugs in Asia,Unzip the Lips,
UnzipTheLips.org,82.147.12.67,do,204,http://www.zone4biz.co.uk/news.php?ID=1882,Z4B Title,Call on Asia Pacific governments to respect girls' and women's sexual rights,
UnzipTheLips.org,69.163.224.32,do,146,http://www.asiapacificalliance.org/news-test.html,News,here.,
UnzipTheLips.org,46.105.123.175,do,22,http://powerpointdb.com/unprotected-ppt.html,Unprotected.PPT Free Power-Point Download,Women Drug Use and the Risk of HIV Transmission - Unzip the Lips,
UnzipTheLips.org,203.170.193.163,do,98,http://www.icaap11.org/index.php/community-programme/community-forum,Community Forum,Unzip the Lips,
UnzipTheLips.org,37.220.108.144,do,15,http://www.nswp.org/fr/event/the-international-congress-aids-asia-and-the-pacific-icaap11,The International Congress on AIDS in Asia and the Pacific - ICAAP11 | Global Network of Sex Work Projects,Unzip the Lips,
StepsOfFaith.org,220.163.176.206,do,76,http://dalidaily.com/guoji/,忽縞,j,
StepsOfFaith.org,50.63.72.1,do,15,http://transformedbygrace.org/archives/4897,September 2009–God Does Not Change…But God Does Change Us! | Transformed by Grace,Harvey Cedars Bible Conference,
StepsOfFaith.org,209.59.140.207,do,2,http://knowtheword.com/event/conference-on-the-bay/,Upcoming Events @ Conference On The Bay @ Know The Word,www.stepsoffaith.org,
StepsOfFaith.org,216.38.51.164,no,3,http://assemblynews.org/workers/138-kolchin-mark-cindy/19173-mark-kolchin-spring-2014,Mark & Cindy Kolchin News & Schedule - 2014,www.stepsoffaith.org,
StepsOfFaith.org,173.194.72.121,do,9,http://blog.snydern.com/2009_07_01_archive.html,Nathan's Blog: July 2009,Harvey Cedars!,
StepsOfFaith.org,45.63.15.252,do,24,http://www.tophdgallery.com/glory-conference-ridgecrest-nc.html,Glory Conference Ridgecrest Nc - HD Photos Gallery,imgタグ,
